video_id,video_url,video_title,video_published_at,is_reply,author_name,author_channel_id,published_at,like_count,text
JUF0Ejbr48g,https://www.youtube.com/watch?v=JUF0Ejbr48g,【48】オモコロの新編集長をよろしくお願いします【かまみく】,2026-02-26T15:00:36Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-02-26T17:13:08Z,50,"【48】かまみく「オモコロの新編集長をよろしくお願いします」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 原宿さんと交代してみくのしんさんがオモコロの編集長になった
0:58 それぞれ肩書は変わったけれど体制としては3年前からあまり変わっていないらしい
8:12 みくのしんさんが入社して初めてのオモコロ新年会の思い出
11:09 交代劇に関しては歓迎ムードの方が優勢で安心したかまみく
13:12 「オモコロの新編集長をよろしくお願いします」
14:32 かまみくから見た原宿編集長が交代するまでの思い出
23:56 編集長交代に際しての意外な反応について
24:52 特集『オモコロ編集長が交代します』の裏話
27:44 編集長引退にあたって原宿さんに良い櫛をプレゼントした
33:57 (ルーレットジングル)
34:30 「編集長交代」に関するラジオはここまででここからはア＊ルの時間
36:10 RN蜂の一刺しさん『【13】かまみく「シャワーの水も弾くほど」』
41:29 RN匿名希望さん『【13】かまみく「シャワーの水も弾くほど」』
43:24 RNおしりの密告者さん『【043】かまってみくのしんGOLD「レーズンかりんとう美味しいよ〜」』
46:28 RNモバゲーのミキさん「かまどさんは以前ア＊ルを○器扱いしていたことがありました」
48:01 RNチゲスンドゥブさん『【47】睡眠用かまみく「醤油の銀行さえあれば」』
49:03 RNアルミ鍋で煮るタイプのうどんさん『【50】作業用かまみく「俺は頭がおかしいんだ」』
53:36 RNミッキーマウスさん「みくのしんさんはかまどさんとディズニーシーに行った際にア＊ルを血だらけにしています」
54:36 RNア＊ルビンさん「ア＊ルから出たロボットブリブリキ〜」
55:49 RNじゃがバタチキンさん「イベント『言ううVol.3』にてみくのしんさんはトイレのドアにア＊ルの写真を貼っていると長イキ先生が言っていました」
57:54 RNパキパキプレッツェルさん「男性向け性感エステ店に勤めている私からメールをお送りします」
1:01:33 「ア＊ル好き」に関してはそれぞれ一旦認めることにするかまみく"
hVQJKQj-wVI,https://www.youtube.com/watch?v=hVQJKQj-wVI,【47】笑顔の裏にア＊ルあり【かまみく】,2026-02-19T15:01:13Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-02-19T16:16:09Z,69,"【47】かまみく「笑顔の裏にア＊ルあり」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 バーグには毎年今頃に「炭焼きレストランさわやか」をメインとした日帰り社員旅行に行く習慣がある
2:20 今年は富士急ハイランドに行く班に入ったみくのしんさん
9:45 高所恐怖症の為観覧車が大の苦手だが絶叫マシンは何故か平気なかまどさん
15:52 コーナー『このラジオは、あの◯◯も聴いている！』
16:15 RNシルオケンジさん「私は大学病院に医師として勤務しながら大学院生をしている者です」
21:37 RNシバメさん「私は小さい頃レーズンパンをほじって食べて親に叱られていた者です」
23:04 みくのしんさんに対してア＊ルが好きかどうかを問いただしたいかまどさん(かまどさんの話す過去回に関しては『【01】かまみく「みくのしんのア＊ルがボリボリになる回」』『【02】かまみく「僕らはウ○チに立ち向かうことができる」』辺りをご聴取下さい)
33:10 「笑顔の裏にア＊ルあり」
34:40 「ア＊ルの話をするのはかまどが喜ぶからだ」と主張するみくのしんさん
35:16 かまみくが9周年なこともあり「かまみくってア＊ルのこと好きなんじゃないか…？」という過去回のシーンを募集したいかまどさん
45:15 (ルーレットジングル)
45:47  【期間限定】節約コーチみくのしんの「小銭磨きハウス」
47:23 RN殴ってたまのきんさん「喫煙したくなったら金○を殴ります！」
48:10 RNカツ丼さん「みくのしんさんが100均で購入してるという愛用の洗剤を私は31円安く買えているのですが小銭を磨けていますか？」
55:11 RNチキンたまごパンさん「私は夫のお金に対する思いが理解できない為どうしたら小銭を磨けるのかも分かりません」
56:45 かまみくのお金に対する価値観の原体験について
1:05:19 コーナー『【ゆる募】みんなで「娯楽の時間割」を作ろう』
1:06:06 RNヒズメナツさん「金曜27: 00~29: 00に放送している『三四郎のオールナイトニッポンゼロ』」
1:09:36 RNオクミさん「金曜21: 00からの『金曜ロードショー』」
1:13:07 RNアンコウの口の中に住む者さん「火曜にコンビニの新製品をチェックすること」
1:16:36 みくのしんさんにカメントツさんからDMが来ているので紹介しよう
1:18:44 RNハンガー師匠からメールが来ているので紹介しよう"
Kznv5NY3FDM,https://www.youtube.com/watch?v=Kznv5NY3FDM,【46】俺がゾンビになったら●いてくれよな【かまみく】,2026-02-12T15:00:40Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-02-12T16:05:05Z,27,"【46】かまみく「俺がゾンビになったら●いてくれよな」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 通勤経路付近に新しくできる商業施設の開店が楽しみなかまどさん
2:07 飲みに行く途中にヤマダデンキに寄ったかまみく
4:16 ヤマダデンキのエレベーターで二度怖い恐怖体験をしたみくのしんさん
10:11 コーナー『このラジオは、あの◯◯も聴いている！』
10:35 RNキラキラすくいさん「私はみくのしんさんのように人○被害に悩みながらアパートの大家をしている者です」
21:55 ショート映画サブスク「SAMANSA」のとあるゾンビ映画の予告編をYouTubeで見かけて気になっているかまどさん
23:25 かまみくが「生前の行動を繰り返すゾンビ」になったらどうなる？
28:57 お互いの「なりたいゾンビ像」について
31:48 結局やっていた仕事が繰り返す行動の元になりそう？
33:01 「俺がゾンビになったら●いてくれよな」
34:42 (かまどごめんジングル)
35:05 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「他人の嫌な節約術」
37:05 RNスギウラケンタさん「バイト先の先輩が駅員さんがいなくなるタイミングを狙って子供料金の切符で交通費を浮かせていました」
40:48 RNチ○ポ(大きめサイズ)さん「割り勘の仕切りが面倒でなくなった現代にていの一番に支払いを買って出ることでポイントを取りに行くのはどうかと思います」
47:29 RN恥の多いウサギさん「父がキャベツの一番外側の硬い葉を料理に使うことが嫌だったのですが私もニンジンの皮を剥かないことに気づきました」
53:23 次回のテーマはフリーで応募する
54:05 コーナー『【ゆる募】みんなで「娯楽の時間割」を作ろう』
55:00 RN柚子ポン酢さん「毎朝9:00に更新されるみくのしんさんのnote更新等々」
56:16 RNヒューゲル室蘭さん「月金の19:00に更新されるYouTubeの『積読チャンネル』」
58:24 RNエビフライZさん「水土0:00に更新されるヤオコーのチラシ」
1:00:39 RN安いラップ派さん「金曜18:00に1週間分更新されるスーパーのチラシ」"
RlS2b9ZubME,https://www.youtube.com/watch?v=RlS2b9ZubME,【45】クソッタレの家にごくろうさん【かまみく】,2026-02-05T15:00:50Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-02-05T16:01:54Z,71,"【45】かまみく「クソッタレの家にごくろうさん」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 浸水被害の振り返りとみくのしんさんの現在の状況について
5:57 「ご苦労さん」の隣人と花壇にあった大量のう○この話
18:08 オモコロチャンネルの動画『【本気】無人島に残された10人で脱出を試みます【ヘルパゴス】』に出演したかまみく
27:57 動画『同僚が「家にあるもの」で作った福袋を自腹で買います』に福袋を提供したかまみく
37:52 雨穴さんのサブチャンネルで『MICK'S CURRY SONG』が発表された
40:36 書籍『オモコロ ノンフィクション』のかまどさんに関する内容に衝撃を受けたみくのしんさん
42:32 (かまどごめんジングル)
42:56 続「激論！ハンガーの首は回った方がいいのか？」
1:13:59 『Outer Wilds』の実況プレイを続けているみくのしんさんと楽しみにしてくれているARuFaさん
1:18:23 【ゆる募】みんなの「何曜日何時の楽しみにしている予定」を知りたいかまどさん"
Bjf3ixSyYRc,https://www.youtube.com/watch?v=Bjf3ixSyYRc,【44】駐輪場のロックを誤魔化すなんて許せない【かまみく】,2026-01-29T15:00:18Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-01-29T17:12:39Z,66,"【44】かまみく「駐輪場のロックを誤魔化すなんて許せない」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 最近みくのしんさんが実践している寒さ対策について
6:08 お子さんが捕まえてくる""謎の言葉""を紐解くのが楽しみなかまどさん
8:35 かまどさんのお子さんは既に雨穴さんを知っている
11:26 記事を書いてくれたお礼にと雨穴さんがかまみくとかまどさんのお子さんに向けてカタログギフトを贈ってくれた
17:35 「激論！ハンガーの首は回った方がいいのか？」
24:14 それぞれのコメントを読み上げよう
53:59 (かまどごめんジングル)
54:22 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「他人の嫌な節約術」
55:38 RN98円均一のほうれん草さん「前輪ロック式の駐輪場で料金を踏み倒す為にきちんとロックをかけていないのをよく見かけます」
1:01:47 RNひと回りデカいタバスコさん「スーパーの無料で貰える割り箸や小袋の醤油などを不必要に多く持っていく行為は本当に許せません」
1:05:48 ハンガーについての企画は継続中
1:08:45 「どちらでもいい派」のコメントも読もう"
tTi0gRIy9Bs,https://www.youtube.com/watch?v=tTi0gRIy9Bs,【43】激論！ハンガーの首は回った方がいいのか？【かまみく】,2026-01-22T15:01:36Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-01-22T16:34:24Z,49,"【43】かまみく「激論！ハンガーの首は回った方がいいのか？」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 多摩美術大学の卒業制作展に行ってきたみくのしんさん
3:23 お試し！「みくのしんが読むメールコーナー」
3:49 RNなすの煮びたしさん「おばさんに道案内をしたら去り際に急に髭が生えていることを指摘されました」
10:04 「コピペ」の文化って今の若い人に伝わるの？
12:25 コーナー『このラジオは、あの◯◯も聴いている！』
12:59 RN崩れかけだし巻き卵さん「私は物流機器の設計をしている者です」
16:36 RN大学1年生の男いつも元気さん「私はかまみくを外で聴くときにジングルの音楽に合わせて小さく踊る者です」
18:02 今年はかまみくがオモコロに入って10年目になるらしい
22:28 RNボンベさん「私はみくのしんさんと同じく生活を趣味としているのですが前回のラジオを聴いてディベートしたいことがある者です」
23:22 「激論！ハンガーの首は回った方がいいのか？」
42:47 『Outer Wilds』の実況プレイを始めたみくのしんさん
1:02:04 (かまどごめんジングル)
1:02:28 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「今年、思い切ってコレにお金使います！」
1:04:23 RN春先に焼き魚さんから煽るメールも来ている
1:08:44 RN白だしで親子丼さん「私は今年のブロードウェイまで『ハリー・ポッターと呪いの子』を観に行きたいと思っています」
1:15:04 RNデカスギポコノチンさん「私は個人Vtuberとして配信をすることにお金を掛けたいと思っています」
1:18:54 RNエゼケルジャクソンさん「私は372,600円のレーザー彫刻機を購入しようと思っています」
1:28:32 次回からのテーマ「他人の嫌な節約術」
1:34:04 タクシーの中で動画を回す人を浮世離れしていると感じるかまどさん"
5ui79BCJ1S8,https://www.youtube.com/watch?v=5ui79BCJ1S8,【42】オモコロ新年会とOuter Wildsゾンビ【かまみく】,2026-01-15T15:00:15Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-01-15T17:49:08Z,51,"【42】かまみく「オモコロ新年会とOuter Wildsゾンビ」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 今年の成人の日の過ごし方について
1:24 今年もオモコロ新年会が開催された
3:55 マキゾウさんの後押しもあり新年会でビンゴ大会を進行することになったみくのしんさん
4:51 申し訳無いがビンゴ大会にふたつ物申したいことがあるかまどさん
8:30 新年会のケータリングはオリジン弁当とスシローで調達したみくのしんさん
12:33 みくのしんさんの怒りを見逃さなかったかまどさん
16:29 今回の新年会は気がついたら終わっていた
18:45 実は尊木さんはかまどさんの記事がきっかけでオモコロにハマッたことが分かった
20:22 ニャロメロンさんを始めとした「会うと未だに緊張してしまうライターさん」について
27:08 ZAWAさんがみくのしんさんの仕事ぶりを褒めてくれた
28:25 余ったお酒の持ち帰りについて
32:46 シュゴウさんとのチャットでお寿司を買うことを決意したみくのしんさん
34:03 新年会後にやった二次会でオケモトさんが見せた「男」の話
36:05 『Outer Wilds』をクリアするまでプレイしたかまどさんと「Outer Wildsゾンビ」と化していたARuFaさん
48:00 『Outer Wilds』を通じて育児から見る「全てが新発見」という状態を追体験できたかまどさん
1:05:55 (かまどごめんジングル)
1:06:18 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「今年、思い切ってコレにお金使います！」
1:08:04 RNマロータロウさん「今年は身の回りの物を良いものに買い換えようと思っており手始めにバスタオルを高めの物に変えました」
1:12:21 RNタイラさん「今年はかねてより憧れていたシュタイフのぬいぐるみを買いたいと思っています」
1:18:26 RNボヌールさん「今年はパンテール ドゥ カルティエ ウォッチの
『MM イエローゴールド スティール』を買いたいと思っています」
1:28:49 『Outer Wilds』を実況プレイしてみたくなっているみくのしんさん
1:31:36 コーナー『このラジオは、あの◯◯も聴いている！』
1:32:02 RNマツコさん「私は2025年にエアロバイクを買ったのですがワーストバイだった者です」
1:32:58 RN梅干し番茶さん「私は在宅のイラストレーターなのですがエアロバイクを放置してしまっている者です」
1:33:33 RN眼鏡傷まみれさん「私はエアロバイクを中心とした運動により昨年15kg以上痩せられた者です」
1:37:09 RN安いラップ派さん「私は安いラップしか使わない者です！」"
10CLKwK6jmU,https://www.youtube.com/watch?v=10CLKwK6jmU,【41】初めてのOuter Wildsと搾取されるエアロバイク【かまみく】,2026-01-08T15:00:03Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-01-08T16:32:50Z,69,"【41】かまみく「初めてのOuter Wildsと搾取されるエアロバイク」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 仕事始めとオープニングリテイク
2:43 楽しい思い出を楽しく話すのが苦手でただの説明になってしまいがちなみくのしんさん
7:20 台湾旅行回の収録後ARuFaさんが話を聴く苦労について共感してくれて思わず泣きそうになってしまったかまどさん
9:55 コーナー『このラジオは、あの◯◯も聴いている！』
10:30 このラジオはあのARuFaさんも聴いているし年末にやったスペースで話題にも出してくれた
11:46 RNゆぶさん「私はご当地ナンバープレートのデザインが採用されたことがある者です」
14:28 RNカツ丼さん「私はケチャップの残りが少なくなった時すぐ新品に交換するし古いケチャップも一旦保管して後々有効利用する者です」
19:22 帰省中に同じくお子さんのいる地元の友達と会ったかまどさん
23:47 年始に子供が怒られている場面に遭遇して自分も緊張してしまったみくのしんさん
26:59 (かまどごめんジングル)
27:23 去年にしたかった大晦日の過ごし方をみんなと実践できたみくのしんさん
28:57 ひとりで行った初詣で最悪なヤンキー集団に遭遇してしまったみくのしんさん
41:45 か「お前さ…それぐらい(の内容の濃さとテンションで)ヤスミノたちとの大晦日の話もしろよ！！！！」
42:50 凄く懐いてくれている5歳になる親戚の子とマインクラフトをやったら子供とは思えない技術力に驚いたみくのしんさん
48:00 (ジングルの中ジングル)
48:27 ARuFaさんにも勧められたのでブロス記事でも触れた『Outer Wilds』を初めてプレイしてみたかまどさん(※プレイ中なので何らかのネタバレを含む可能性有り)
1:13:34 (かまどさんの予定の時間が来たので一旦止めて後日続きを録ることに)
1:16:14 年始に銭湯に行って初湯に入ったみくのしんさん
1:17:04 かまどさんによる『Outer Wilds』の話の続き
1:27:00 (こんちゃすジングル)
1:27:30 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「今年、思い切ってコレにお金使います！」
1:28:52 RNミノさん「こんな俺も磨いてくれるか？」という内容のメールも来ている
1:32:20 RNコマツさん「私は思い切ってカードゲームにお金を使おうと思っています」
1:39:40 RNワラビさん「私は思い切ってシンプルなシルバーかゴールドのバングルを買おうと思っています」
1:43:14 RN舞茸さん「私は思い切って100円ショップで購入していた物を少し良いものにグレードアップしたいと思っています」
1:56:29 今年は引っ越しをきっかけとして本棚などを更新したいみくのしんさん
1:58:41 RN自家製梅干しさん「私は思い切ってエアロバイクを買おうと思っていたのですがその矢先に自転車を買い直すことになりました」"
W4NqtKd2qCE,https://www.youtube.com/watch?v=W4NqtKd2qCE,【40】土下座したまま移動して落ちてる100円を拾うのだ【かまみく】,2026-01-01T15:00:54Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2026-01-01T18:24:44Z,47,"【40】かまみく「土下座したまま移動して落ちてる100円を拾うのだ」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 東京って人増えてる？
2:55 今年の目標は「(嫌な意味でドキドキする事が)何も無い1年にしたい」みくのしんさん
7:16 特集記事『35歳の大人が初めて■■■■■■を読んだらどうなるのか』についての話を昨年から持ち越し
10:14 場面転換の為に書かれていた「＊＊＊」を見て「3連ア○ル」と思ったみくのしんさん
16:30 撮影終わりにピザパーティーをしたけど雨穴さんは遠慮がちだった
19:00 今回の記事は10万文字超えの大長編だった
21:15 (かまどごめんジングル)
21:40 【期間限定】節約コーチみくのしんの「小銭磨きハウス」テーマ「今年(2025年)一番お金が浮いた話」
23:52 RN冷凍うどん2玉203円さん「私は1年で29,630円分の化粧品を懸賞で当てることができました」
27:26 「土下座したまま移動して落ちてる100円を拾うのだ」
29:45 RNコンビニシュークリームさん「新生活の為にフリマアプリで購入した5,000円のマットレスの元値を調べてみたら700,000円でした」
38:23 RN GONZOUさん「高校からの仲良しグループ7人組の内2人が結婚したのですが以前旅行の計画でモメてしまった為結婚式に呼ばれずご祝儀分の60,000円が浮きました」
43:20 募集テーマ「今年、思い切ってコレにお金使います！」
51:42 「もしみくのしんが大量の肉体や魂と融合するタイプの化物に取り込まれたらどうする？」"
Ra56IpgVZnc,https://www.youtube.com/watch?v=Ra56IpgVZnc,【39】節約という種を絶やしてはならない【かまみく】,2025-12-25T15:00:54Z,False,@目次-r8e,UCDBNb1KSAaNZPIS8PEbWiFw,2025-12-25T18:11:18Z,53,"【39】かまみく「節約という種を絶やしてはならない」目次
※このコメントはラジオの内容に関する記述を含みます





0:12 切ってもいい話から始めるみくのしんさんと切る編集をする余裕が無いかまどさん
2:02 スシローとケンタッキーフライドチキンが大好きなみくのしんさんとケンタッキーがあまり身近ではないかまどさん
6:59 「そばとカツ丼定食」分のかまどさんからの送金が100円足りなかったみくのしんさん
16:30 かまどさんからのトイレ予告をプレッシャーに感じているみくのしんさん
23:45 (ルーレットジングル)
24:16 コーナー『みくのしんの小銭磨きハウス』テーマ「今年一番お金が浮いた話」
25:26 RNイコイノさん「岐阜城に観光に行った際50分待ちのロープウェイを利用せず40分かけて登山をしたことで往復1,500円分を浮かせることができました」
30:04 RN白だしで親子丼さん「私は記者をしているのですが今年は取材や記者会見で高級なお弁当や粗品を累計90,000円分ほどいただくことができました」
43:50 「今年一番お金が浮いた話」は引き続き募集中
44:24 12月25日公開の特集記事『35歳の大人が初めて■■■■■■を読んだらどうなるのか』について
51:50 記事執筆のやり取りでかまどさんが「勘弁してくれ！！！！」と叫ぶ状況があった"
